ID,Date,Home Team,Home Score,Away Team,Away Score
442,2010-05-09,Cleveland Guardians,7,Detroit Tigers,4
443,2010-05-09,Cincinnati Reds,5,Chicago Cubs,3
444,2010-05-09,New York Mets,5,San Francisco Giants,6
445,2010-05-09,Pittsburgh Pirates,4,St. Louis Cardinals,11
446,2010-05-09,Philadelphia Phillies,5,Atlanta Braves,3
447,2010-05-09,Washington Nationals,3,,2
448,2010-05-09,Houston Astros,4,San Diego Padres,3
449,2010-05-09,Chicago White Sox,7,Toronto Blue Jays,9
450,2010-05-09,Minnesota Twins,6,Baltimore Orioles,0
451,2010-05-09,Texas Rangers,6,Kansas City Royals,4
452,2010-05-09,Oakland Athletics,4,Tampa Bay Rays,0
453,2010-05-09,Los Angeles Dodgers,2,Colorado Rockies,0
454,2010-05-09,Seattle Mariners,8,Los Angeles Angels,1
455,2010-05-09,Arizona Diamondbacks,1,Milwaukee Brewers,6
456,2010-05-09,Boston Red Sox,9,New York Yankees,3
457,2010-05-10,Pittsburgh Pirates,1,Cincinnati Reds,2
458,2010-05-10,Detroit Tigers,5,New York Yankees,4
459,2010-05-10,New York Mets,2,Washington Nationals,3
460,2010-05-10,Boston Red Sox,7,Toronto Blue Jays,6
461,2010-05-10,Chicago Cubs,2,,4
462,2010-05-10,Milwaukee Brewers,2,Atlanta Braves,8
463,2010-05-10,Colorado Rockies,5,Philadelphia Phillies,9
464,2010-05-10,Arizona Diamondbacks,3,Los Angeles Dodgers,7
465,2010-05-10,Los Angeles Angels,5,Tampa Bay Rays,4
466,2010-05-11,Pittsburgh Pirates,0,Cincinnati Reds,9
467,2010-05-11,Baltimore Orioles,1,Seattle Mariners,5
468,2010-05-11,New York Mets,8,Washington Nationals,6
469,2010-05-11,Boston Red Sox,6,Toronto Blue Jays,1
470,2010-05-11,Texas Rangers,6,Oakland Athletics,7
471,2010-05-11,Chicago Cubs,2,,3
472,2010-05-11,Kansas City Royals,2,Cleveland Guardians,8
473,2010-05-11,Minnesota Twins,2,Chicago White Sox,5
474,2010-05-11,Milwaukee Brewers,3,Atlanta Braves,11
475,2010-05-11,St. Louis Cardinals,3,Houston Astros,6
476,2010-05-11,Arizona Diamondbacks,3,Los Angeles Dodgers,13
477,2010-05-11,Los Angeles Angels,2,Tampa Bay Rays,7
478,2010-05-11,San Francisco Giants,2,San Diego Padres,3
479,2010-05-12,Pittsburgh Pirates,0,Cincinnati Reds,5
480,2010-05-12,Detroit Tigers,2,New York Yankees,0
481,2010-05-12,Detroit Tigers,0,New York Yankees,8
482,2010-05-12,New York Mets,4,Washington Nationals,6
483,2010-05-12,Minnesota Twins,3,Chicago White Sox,2
484,2010-05-12,Milwaukee Brewers,2,Atlanta Braves,9
485,2010-05-12,Boston Red Sox,2,Toronto Blue Jays,3
486,2010-05-12,Chicago Cubs,4,,3
487,2010-05-12,Colorado Rockies,4,Philadelphia Phillies,3
488,2010-05-12,Baltimore Orioles,5,Seattle Mariners,2
489,2010-05-12,Los Angeles Angels,3,Tampa Bay Rays,4
490,2010-05-12,Texas Rangers,10,Oakland Athletics,1
491,2010-05-12,Kansas City Royals,0,Cleveland Guardians,4
492,2010-05-12,St. Louis Cardinals,6,Houston Astros,9
493,2010-05-12,Arizona Diamondbacks,3,Los Angeles Dodgers,6
494,2010-05-12,San Francisco Giants,2,San Diego Padres,5
495,2010-05-13,Baltimore Orioles,6,Seattle Mariners,5
496,2010-05-13,Detroit Tigers,6,New York Yankees,0
497,2010-05-13,St. Louis Cardinals,1,Houston Astros,4
498,2010-05-13,Texas Rangers,2,Oakland Athletics,1
499,2010-05-13,Kansas City Royals,6,Cleveland Guardians,4
500,2010-05-13,San Francisco Giants,0,San Diego Padres,1
501,2010-05-13,Colorado Rockies,6,Washington Nationals,14
502,2010-05-14,Chicago Cubs,6,Pittsburgh Pirates,10
503,2010-05-14,Baltimore Orioles,8,Cleveland Guardians,1
504,2010-05-14,Detroit Tigers,2,Boston Red Sox,7
505,2010-05-14,New York Yankees,8,Minnesota Twins,4
506,2010-05-14,Toronto Blue Jays,16,Texas Rangers,10
507,2010-05-14,Cincinnati Reds,3,St. Louis Cardinals,4
508,2010-05-14,Tampa Bay Rays,3,Seattle Mariners,4
509,2010-05-14,Atlanta Braves,6,Arizona Diamondbacks,5
510,2010-05-14,Kansas City Royals,6,Chicago White Sox,1
511,2010-05-14,Milwaukee Brewers,5,Philadelphia Phillies,9
512,2010-05-14,Los Angeles Angels,4,Oakland Athletics,0
513,2010-05-14,San Diego Padres,3,Los Angeles Dodgers,4
514,2010-05-14,San Francisco Giants,8,Houston Astros,2
515,2010-05-15,Chicago Cubs,3,Pittsburgh Pirates,4
516,2010-05-15,New York Yankees,7,Minnesota Twins,1
517,2010-05-15,Toronto Blue Jays,6,Texas Rangers,0
518,2010-05-15,Colorado Rockies,6,Washington Nationals,2
519,2010-05-15,Colorado Rockies,4,Washington Nationals,3
520,2010-05-15,San Francisco Giants,2,Houston Astros,1
521,2010-05-15,Tampa Bay Rays,3,Seattle Mariners,2
522,2010-05-15,Milwaukee Brewers,6,Philadelphia Phillies,10
523,2010-05-15,Baltimore Orioles,2,Cleveland Guardians,8
524,2010-05-15,Detroit Tigers,7,Boston Red Sox,6
525,2010-05-15,Cincinnati Reds,4,St. Louis Cardinals,3
526,2010-05-15,Atlanta Braves,1,Arizona Diamondbacks,11
527,2010-05-15,Kansas City Royals,4,Chicago White Sox,5
528,2010-05-15,San Diego Padres,1,Los Angeles Dodgers,4
529,2010-05-15,Los Angeles Angels,12,Oakland Athletics,3
530,2010-05-16,Detroit Tigers,5,Boston Red Sox,1
531,2010-05-16,New York Yankees,3,Minnesota Twins,6
532,2010-05-16,Toronto Blue Jays,5,Texas Rangers,2
533,2010-05-16,Cincinnati Reds,7,St. Louis Cardinals,2
534,2010-05-16,Baltimore Orioles,1,Cleveland Guardians,5
535,2010-05-16,Atlanta Braves,13,Arizona Diamondbacks,1
536,2010-05-16,Tampa Bay Rays,2,Seattle Mariners,1
537,2010-05-16,Kansas City Royals,5,Chicago White Sox,3
538,2010-05-16,Chicago Cubs,4,Pittsburgh Pirates,3
539,2010-05-16,Colorado Rockies,2,Washington Nationals,1
540,2010-05-16,Los Angeles Angels,4,Oakland Athletics,0
541,2010-05-16,San Diego Padres,0,Los Angeles Dodgers,1
542,2010-05-16,San Francisco Giants,4,Houston Astros,3
543,2010-05-16,Milwaukee Brewers,2,Philadelphia Phillies,4
544,2010-05-17,Baltimore Orioles,3,Kansas City Royals,4
545,2010-05-17,Philadelphia Phillies,12,Pittsburgh Pirates,2
546,2010-05-17,New York Yankees,11,Boston Red Sox,9
547,2010-05-17,Toronto Blue Jays,3,Minnesota Twins,8
548,2010-05-17,Tampa Bay Rays,4,Cleveland Guardians,3
549,2010-05-17,Atlanta Braves,2,New York Mets,3
550,2010-05-17,Cincinnati Reds,6,Milwaukee Brewers,3
551,2010-05-17,Chicago Cubs,4,Colorado Rockies,2
552,2010-05-17,Texas Rangers,4,Los Angeles Angels,3
553,2010-05-17,St. Louis Cardinals,6,Washington Nationals,2
554,2010-05-17,Oakland Athletics,8,Seattle Mariners,4
555,2010-05-17,San Diego Padres,3,San Francisco Giants,1
556,2010-05-17,Los Angeles Dodgers,6,Houston Astros,2
557,2010-05-18,Cincinnati Reds,5,Milwaukee Brewers,4
558,2010-05-18,Toronto Blue Jays,11,Minnesota Twins,2
559,2010-05-18,Detroit Tigers,2,Chicago White Sox,6
560,2010-05-18,Tampa Bay Rays,6,Cleveland Guardians,2
561,2010-05-18,Baltimore Orioles,4,Kansas City Royals,3
562,2010-05-18,Philadelphia Phillies,1,Pittsburgh Pirates,2
563,2010-05-18,New York Yankees,6,Boston Red Sox,7
564,2010-05-18,Atlanta Braves,3,New York Mets,2
565,2010-05-18,Chicago Cubs,6,Colorado Rockies,2
566,2010-05-18,Texas Rangers,8,Los Angeles Angels,7
567,2010-05-18,St. Louis Cardinals,3,Washington Nationals,2
568,2010-05-18,Oakland Athletics,6,Seattle Mariners,5
569,2010-05-18,San Diego Padres,6,San Francisco Giants,7
570,2010-05-18,Los Angeles Dodgers,7,Houston Astros,3
571,2010-05-19,Cleveland Guardians,4,Kansas City Royals,8
572,2010-05-19,Washington Nationals,5,New York Mets,3
573,2010-05-19,Philadelphia Phillies,1,Chicago Cubs,4
574,2010-05-19,New York Yankees,6,Tampa Bay Rays,10
575,2010-05-19,Pittsburgh Pirates,6,Milwaukee Brewers,4
576,2010-05-19,Boston Red Sox,3,Minnesota Twins,2
577,2010-05-19,Atlanta Braves,5,Cincinnati Reds,4
578,2010-05-19,Houston Astros,7,Colorado Rockies,3
579,2010-05-19,Texas Rangers,4,Baltimore Orioles,3
580,2010-05-19,Chicago White Sox,2,Los Angeles Angels,3
581,2010-05-19,St. Louis Cardinals,1,,5
582,2010-05-19,Arizona Diamondbacks,13,San Francisco Giants,1
583,2010-05-19,Oakland Athletics,1,Detroit Tigers,5
584,2010-05-19,Los Angeles Dodgers,5,San Diego Padres,10
585,2010-05-19,Seattle Mariners,2,Toronto Blue Jays,3
586,2010-05-20,Cleveland Guardians,3,Kansas City Royals,9
587,2010-05-20,Philadelphia Phillies,5,Chicago Cubs,4
588,2010-05-20,Atlanta Braves,10,Cincinnati Reds,9
589,2010-05-20,St. Louis Cardinals,4,,2
590,2010-05-20,Oakland Athletics,2,Detroit Tigers,5
591,2010-05-20,Seattle Mariners,4,Toronto Blue Jays,3
592,2010-05-20,Washington Nationals,7,New York Mets,10
593,2010-05-20,New York Yankees,6,Tampa Bay Rays,8
594,2010-05-20,Pittsburgh Pirates,3,Milwaukee Brewers,4
595,2010-05-20,Boston Red Sox,6,Minnesota Twins,2
596,2010-05-20,Houston Astros,0,Colorado Rockies,4
597,2010-05-20,Texas Rangers,13,Baltimore Orioles,7
598,2010-05-20,Chicago White Sox,5,Los Angeles Angels,6
599,2010-05-20,Arizona Diamondbacks,8,San Francisco Giants,7
600,2010-05-20,Los Angeles Dodgers,4,San Diego Padres,1
601,2010-05-21,Cleveland Guardians,4,Cincinnati Reds,7
602,2010-05-21,Washington Nationals,3,Baltimore Orioles,5
603,2010-05-21,Philadelphia Phillies,5,Boston Red Sox,1
604,2010-05-21,Pittsburgh Pirates,0,Atlanta Braves,7
605,2010-05-21,New York Mets,1,New York Yankees,2
606,2010-05-21,Houston Astros,2,Tampa Bay Rays,1
607,2010-05-21,Texas Rangers,2,Chicago Cubs,1
608,2010-05-21,Kansas City Royals,9,Colorado Rockies,2
609,2010-05-21,Chicago White Sox,8,,0
610,2010-05-21,Minnesota Twins,15,Milwaukee Brewers,3
611,2010-05-21,St. Louis Cardinals,9,Los Angeles Angels,5
612,2010-05-21,Arizona Diamondbacks,8,Toronto Blue Jays,6
613,2010-05-21,Oakland Athletics,6,San Francisco Giants,1
614,2010-05-21,Los Angeles Dodgers,4,Detroit Tigers,1
615,2010-05-21,Seattle Mariners,15,San Diego Padres,8
616,2010-05-22,Cleveland Guardians,4,Cincinnati Reds,3
617,2010-05-22,Washington Nationals,4,Baltimore Orioles,3
618,2010-05-22,Philadelphia Phillies,3,Boston Red Sox,8
619,2010-05-22,Pittsburgh Pirates,3,Atlanta Braves,2
620,2010-05-22,Houston Astros,6,Tampa Bay Rays,10
621,2010-05-22,Texas Rangers,4,Chicago Cubs,5
622,2010-05-22,Chicago White Sox,0,,13
623,2010-05-22,Kansas City Royals,7,Colorado Rockies,11
624,2010-05-22,Minnesota Twins,3,Milwaukee Brewers,4
625,2010-05-22,St. Louis Cardinals,6,Los Angeles Angels,5
626,2010-05-22,Oakland Athletics,3,San Francisco Giants,0
627,2010-05-22,Los Angeles Dodgers,2,Detroit Tigers,6
628,2010-05-22,Seattle Mariners,1,San Diego Padres,8
629,2010-05-22,Arizona Diamondbacks,4,Toronto Blue Jays,12
630,2010-05-22,New York Mets,6,New York Yankees,4
631,2010-05-23,Cleveland Guardians,4,Cincinnati Reds,3
632,2010-05-23,Washington Nationals,4,Baltimore Orioles,3
633,2010-05-23,Philadelphia Phillies,3,Boston Red Sox,8
634,2010-05-23,Pittsburgh Pirates,3,Atlanta Braves,2
635,2010-05-23,Houston Astros,6,Tampa Bay Rays,10
636,2010-05-23,Texas Rangers,4,Chicago Cubs,5
637,2010-05-23,Chicago White Sox,0,,13
638,2010-05-23,Kansas City Royals,7,Colorado Rockies,11
639,2010-05-23,Minnesota Twins,3,Milwaukee Brewers,4
640,2010-05-23,St. Louis Cardinals,6,Los Angeles Angels,5
641,2010-05-23,Oakland Athletics,3,San Francisco Giants,0
642,2010-05-23,Los Angeles Dodgers,2,Detroit Tigers,6
643,2010-05-23,Seattle Mariners,1,San Diego Padres,8
644,2010-05-23,Arizona Diamondbacks,4,Toronto Blue Jays,12
645,2010-05-23,New York Mets,6,New York Yankees,4
646,2010-05-24,Cleveland Guardians,2,Chicago White Sox,7
647,2010-05-24,Cincinnati Reds,7,Pittsburgh Pirates,5
648,2010-05-24,Tampa Bay Rays,1,Boston Red Sox,6
649,2010-05-24,Los Angeles Angels,0,Toronto Blue Jays,6
650,2010-05-25,Baltimore Orioles,5,Oakland Athletics,1
651,2010-05-25,Cleveland Guardians,7,Chicago White Sox,3
652,2010-05-25,Cincinnati Reds,1,Pittsburgh Pirates,2
653,2010-05-25,Tampa Bay Rays,0,Boston Red Sox,2
654,2010-05-25,New York Mets,8,Philadelphia Phillies,0
655,2010-05-25,Chicago Cubs,3,Los Angeles Dodgers,0
656,2010-05-25,Kansas City Royals,7,Texas Rangers,8
657,2010-05-25,Minnesota Twins,0,New York Yankees,1
658,2010-05-25,Milwaukee Brewers,6,Houston Astros,1
659,2010-05-25,Colorado Rockies,3,Arizona Diamondbacks,2
660,2010-05-25,San Diego Padres,1,St. Louis Cardinals,0
661,2010-05-25,Los Angeles Angels,8,Toronto Blue Jays,3
662,2010-05-25,Seattle Mariners,5,Detroit Tigers,3
663,2010-05-25,San Francisco Giants,4,Washington Nationals,2
664,2010-05-26,Cleveland Guardians,4,Chicago White Sox,5
665,2010-05-26,Kansas City Royals,5,Texas Rangers,2
666,2010-05-26,Seattle Mariners,5,Detroit Tigers,4
667,2010-05-26,Minnesota Twins,0,New York Yankees,1
668,2010-05-26,Baltimore Orioles,1,Oakland Athletics,6
669,2010-05-26,Los Angeles Angels,6,Toronto Blue Jays,5
670,2010-05-26,Cincinnati Reds,4,Pittsburgh Pirates,0
671,2010-05-26,Tampa Bay Rays,3,Boston Red Sox,11
672,2010-05-26,New York Mets,5,Philadelphia Phillies,0
673,2010-05-26,Minnesota Twins,2,New York Yankees,3
674,2010-05-26,Chicago Cubs,5,Los Angeles Dodgers,8
675,2010-05-26,Milwaukee Brewers,0,Houston Astros,5
676,2010-05-26,Colorado Rockies,7,Arizona Diamondbacks,3
677,2010-05-26,San Diego Padres,2,St. Louis Cardinals,1
678,2010-05-26,San Francisco Giants,3,Washington Nationals,7
679,2010-05-27,Milwaukee Brewers,4,Houston Astros,3
680,2010-05-27,Chicago Cubs,1,Los Angeles Dodgers,0
681,2010-05-27,Colorado Rockies,8,Arizona Diamondbacks,2
682,2010-05-27,San Francisco Giants,5,Washington Nationals,4
683,2010-05-27,San Diego Padres,3,St. Louis Cardinals,8
684,2010-05-27,Baltimore Orioles,5,Oakland Athletics,7
685,2010-05-27,Boston Red Sox,3,Kansas City Royals,4
686,2010-05-27,Cincinnati Reds,8,Pittsburgh Pirates,2
687,2010-05-27,New York Mets,3,Philadelphia Phillies,0
688,2010-05-27,Tampa Bay Rays,5,Chicago White Sox,1
689,2010-05-27,Minnesota Twins,8,New York Yankees,2
690,2010-05-28,Chicago Cubs,1,St. Louis Cardinals,7
691,2010-05-28,Detroit Tigers,4,Oakland Athletics,5
692,2010-05-28,New York Yankees,8,Cleveland Guardians,2
693,2010-05-28,Toronto Blue Jays,5,Baltimore Orioles,0
694,2010-05-28,Cincinnati Reds,15,Houston Astros,6
695,2010-05-28,Boston Red Sox,5,Kansas City Royals,12
696,2010-05-28,Tampa Bay Rays,2,Chicago White Sox,4
697,2010-05-28,Atlanta Braves,7,Pittsburgh Pirates,3
698,2010-05-28,Minnesota Twins,2,Texas Rangers,1
699,2010-05-28,Milwaukee Brewers,2,New York Mets,0
700,2010-05-28,Colorado Rockies,4,Los Angeles Dodgers,5
701,2010-05-28,San Diego Padres,3,Washington Nationals,5
702,2010-05-28,Los Angeles Angels,3,Seattle Mariners,8
703,2010-05-28,San Francisco Giants,5,Arizona Diamondbacks,0
704,2010-05-29,New York Yankees,11,Cleveland Guardians,13
705,2010-05-29,Toronto Blue Jays,5,Baltimore Orioles,2
706,2010-05-29,Los Angeles Angels,5,Seattle Mariners,1
707,2010-05-29,Chicago Cubs,5,St. Louis Cardinals,0
708,2010-05-29,Minnesota Twins,8,Texas Rangers,3
709,2010-05-29,Detroit Tigers,0,Oakland Athletics,6
710,2010-05-29,Cincinnati Reds,12,Houston Astros,2
711,2010-05-29,Boston Red Sox,1,Kansas City Royals,0
712,2010-05-29,Atlanta Braves,6,Pittsburgh Pirates,3
713,2010-05-29,Tampa Bay Rays,8,Chicago White Sox,5
714,2010-05-29,Milwaukee Brewers,8,New York Mets,6
715,2010-05-29,Colorado Rockies,11,Los Angeles Dodgers,3
716,2010-05-29,San Diego Padres,4,Washington Nationals,2
717,2010-05-29,San Francisco Giants,12,Arizona Diamondbacks,1
718,2010-05-30,Detroit Tigers,10,Oakland Athletics,2
719,2010-05-30,New York Yankees,7,Cleveland Guardians,3
720,2010-05-30,Toronto Blue Jays,6,Baltimore Orioles,1
721,2010-05-30,Cincinnati Reds,0,Houston Astros,2
722,2010-05-30,Boston Red Sox,8,Kansas City Royals,1
723,2010-05-30,Atlanta Braves,5,Pittsburgh Pirates,2
724,2010-05-30,Tampa Bay Rays,5,Chicago White Sox,8
725,2010-05-30,Milwaukee Brewers,4,New York Mets,10
726,2010-05-30,Chicago Cubs,1,St. Louis Cardinals,9
727,2010-05-30,Colorado Rockies,3,Los Angeles Dodgers,4
728,2010-05-30,Los Angeles Angels,9,Seattle Mariners,7
729,2010-05-30,San Diego Padres,3,Washington Nationals,2
730,2010-05-30,San Francisco Giants,6,Arizona Diamondbacks,5
731,2010-05-30,Minnesota Twins,6,Texas Rangers,3
732,2010-05-31,Detroit Tigers,1,Oakland Athletics,4
733,2010-05-31,Atlanta Braves,9,Philadelphia Phillies,3
734,2010-05-31,New York Yankees,11,Cleveland Guardians,2
735,2010-05-31,Pittsburgh Pirates,2,Chicago Cubs,1
736,2010-05-31,Houston Astros,4,Washington Nationals,14
737,2010-05-31,Kansas City Royals,1,Los Angeles Angels,7
738,2010-05-31,San Francisco Giants,0,Colorado Rockies,4
739,2010-05-31,St. Louis Cardinals,12,Cincinnati Reds,4
740,2010-05-31,Toronto Blue Jays,3,Tampa Bay Rays,2
741,2010-05-31,Los Angeles Dodgers,5,Arizona Diamondbacks,4
742,2010-05-31,San Diego Padres,18,New York Mets,6
743,2010-05-31,Seattle Mariners,4,Minnesota Twins,5
744,2010-06-01,Detroit Tigers,2,Cleveland Guardians,3
745,2010-06-01,Pittsburgh Pirates,3,Chicago Cubs,2
746,2010-06-01,New York Yankees,3,Baltimore Orioles,1
747,2010-06-01,Toronto Blue Jays,6,Tampa Bay Rays,7
748,2010-06-01,Boston Red Sox,9,Oakland Athletics,4
749,2010-06-01,Atlanta Braves,7,Philadelphia Phillies,3
750,2010-06-01,Houston Astros,8,Washington Nationals,7
751,2010-06-01,Kansas City Royals,6,Los Angeles Angels,3
752,2010-06-01,Chicago White Sox,6,Texas Rangers,9
753,2010-06-01,St. Louis Cardinals,8,Cincinnati Reds,9
754,2010-06-01,San Diego Padres,2,New York Mets,4
755,2010-06-01,Los Angeles Dodgers,1,Arizona Diamondbacks,0
756,2010-06-01,Seattle Mariners,7,Minnesota Twins,1
757,2010-06-01,San Francisco Giants,1,Colorado Rockies,2
758,2010-06-02,Atlanta Braves,2,Philadelphia Phillies,1
759,2010-06-02,Los Angeles Dodgers,1,Arizona Diamondbacks,0
760,2010-06-02,San Diego Padres,5,New York Mets,1
761,2010-06-02,Detroit Tigers,3,Cleveland Guardians,0
762,2010-06-02,New York Yankees,9,Baltimore Orioles,1
763,2010-06-02,Toronto Blue Jays,3,Tampa Bay Rays,7
764,2010-06-02,Boston Red Sox,6,Oakland Athletics,4
765,2010-06-02,Houston Astros,5,Washington Nationals,1
766,2010-06-02,Kansas City Royals,2,Los Angeles Angels,7
767,2010-06-02,Chicago White Sox,5,Texas Rangers,9
768,2010-06-02,St. Louis Cardinals,4,Cincinnati Reds,1
769,2010-06-02,Seattle Mariners,2,Minnesota Twins,1
770,2010-06-02,San Francisco Giants,4,Colorado Rockies,1
771,2010-06-03,Detroit Tigers,12,Cleveland Guardians,6
772,2010-06-03,New York Yankees,6,Baltimore Orioles,3
773,2010-06-03,Boston Red Sox,8,Oakland Athletics,9
774,2010-06-03,Houston Astros,6,Washington Nationals,4
775,2010-06-03,Kansas City Royals,4,Los Angeles Angels,5
776,2010-06-03,Chicago White Sox,4,Texas Rangers,3
777,2010-06-03,Seattle Mariners,4,Minnesota Twins,1
778,2010-06-03,Los Angeles Dodgers,3,Atlanta Braves,4
779,2010-06-04,Baltimore Orioles,0,Boston Red Sox,11
780,2010-06-04,Washington Nationals,4,Cincinnati Reds,2
781,2010-06-04,Pittsburgh Pirates,4,San Francisco Giants,6
782,2010-06-04,Philadelphia Phillies,3,San Diego Padres,2
783,2010-06-04,Toronto Blue Jays,6,New York Yankees,1
784,2010-06-04,New York Mets,4,,3
785,2010-06-04,Houston Astros,3,Chicago Cubs,1
786,2010-06-04,Texas Rangers,9,Tampa Bay Rays,6
787,2010-06-04,Kansas City Royals,7,Detroit Tigers,3
788,2010-06-04,Chicago White Sox,1,Cleveland Guardians,10
789,2010-06-04,St. Louis Cardinals,8,Milwaukee Brewers,0
790,2010-06-04,Arizona Diamondbacks,7,Colorado Rockies,6
791,2010-06-04,Oakland Athletics,4,Minnesota Twins,5
792,2010-06-04,Seattle Mariners,1,Los Angeles Angels,7
793,2010-06-04,Los Angeles Dodgers,5,Atlanta Braves,4
794,2010-06-05,Toronto Blue Jays,3,New York Yankees,2
795,2010-06-05,Seattle Mariners,2,Los Angeles Angels,11
796,2010-06-05,Texas Rangers,6,Tampa Bay Rays,1
797,2010-06-05,New York Mets,6,,1
798,2010-06-05,St. Louis Cardinals,5,Milwaukee Brewers,4
799,2010-06-05,Baltimore Orioles,2,Boston Red Sox,8
800,2010-06-05,Houston Astros,5,Chicago Cubs,8
801,2010-06-05,Washington Nationals,1,Cincinnati Reds,5
802,2010-06-05,Pittsburgh Pirates,6,San Francisco Giants,3
803,2010-06-05,Philadelphia Phillies,6,San Diego Padres,2
804,2010-06-05,Chicago White Sox,1,Cleveland Guardians,3
805,2010-06-05,Kansas City Royals,2,Detroit Tigers,4
806,2010-06-05,Arizona Diamondbacks,4,Colorado Rockies,3
807,2010-06-05,Oakland Athletics,3,Minnesota Twins,4
808,2010-06-05,Los Angeles Dodgers,3,Atlanta Braves,9
809,2010-06-06,Toronto Blue Jays,3,New York Yankees,4
810,2010-06-06,New York Mets,7,,6
811,2010-06-06,Baltimore Orioles,4,Boston Red Sox,3
812,2010-06-06,Washington Nationals,4,Cincinnati Reds,5
813,2010-06-06,Pittsburgh Pirates,5,San Francisco Giants,6
814,2010-06-06,Philadelphia Phillies,5,San Diego Padres,6
815,2010-06-06,Houston Astros,6,Chicago Cubs,3
816,2010-06-06,Chicago White Sox,8,Cleveland Guardians,7
817,2010-06-06,Kansas City Royals,7,Detroit Tigers,2
818,2010-06-06,Texas Rangers,5,Tampa Bay Rays,9
819,2010-06-06,Oakland Athletics,5,Minnesota Twins,4
820,2010-06-06,Arizona Diamondbacks,2,Colorado Rockies,3
821,2010-06-06,Seattle Mariners,4,Los Angeles Angels,9
822,2010-06-06,Los Angeles Dodgers,5,Atlanta Braves,4
823,2010-06-06,St. Louis Cardinals,3,Milwaukee Brewers,4
824,2010-06-07,Pittsburgh Pirates,1,Chicago Cubs,6
825,2010-06-07,Cleveland Guardians,1,Boston Red Sox,4
826,2010-06-07,Philadelphia Phillies,1,San Diego Padres,3
